group	Accession	Source Database	Name	Tax ID	Genus	Species	Other	Length
PitR	B8D4G5	unreviewed	Phosphate transport system-like protein	490899	Desulfurococcus	amylolyticus	(strain DSM 18924 / JCM 16383 / VKM B-2413 / 1221n)	221
PitR	A0A0G1UTR6	unreviewed	Phosphate transport regulator	1618371	Candidatus	Beckwithbacteria	bacterium GW2011_GWB1_47_15	208
PitR	A0A133VBY7	unreviewed	DUF47 family protein	1698275	candidate	division	MSBL1 archaeon SCGC-AAA261F19	224
PitR	A0A2S5TDD6	unreviewed	DUF47 domain-containing protein	2086571	Solimonas	fluminis	NA	208
PitR	A0A0C5C5E4	unreviewed	Phosphate transport regulator	1398	Heyndrickxia	coagulans	NA	206
PitR	A0A1G7D7U6	unreviewed	DUF47 domain-containing protein	426756	Bhargavaea	beijingensis	NA	206
PitR	A0A850LZD4	unreviewed	DUF47 family protein	2719382	Candidatus	Helarchaeota	archaeon	221
PitR	A0A972BNA7	unreviewed	DUF47 domain-containing protein	2049431	Tissierellia	bacterium	NA	231
PitR	A0A524CQ89	unreviewed	DUF47 family protein	2053489	Promethearchaeota	archaeon	NA	186
PitR	A0A932ILV3	unreviewed	DUF47 domain-containing protein	2049428	Ignavibacteriales	bacterium	NA	214
PitR	A0A8J6PHI5	unreviewed	DUF47 domain-containing protein	2766479	Taishania	pollutisoli	NA	216
PitR	A0A0F9HJ45	unreviewed	PhoU domain-containing protein	412755	marine	sediment	metagenome	227
PitR	A0A3G2R3J2	unreviewed	DUF47 family protein	2316383	Biomaibacter	acetigenes	NA	204
PitR	A0A7X7J1M4	unreviewed	DUF47 domain-containing protein	2026780	Planctomycetota	bacterium	NA	207
PitR	A0A7K4HR36	unreviewed	DUF47 family protein	81417	Methanofollis	tationis	NA	215
PitR	A0A2H0HIA0	unreviewed	Phosphate transport regulator	1973925	Bacteroidetes	bacterium	CG18_big_fil_WC_8_21_14_2_50_41_14	224
PitR	A0AAU7DVG9	unreviewed	DUF47 family protein	3120821	Jonesiaceae	bacterium	BS-20	201
PitR	Q8U134	unreviewed	TIGR00153 family protein	186497	Pyrococcus	furiosus	(strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	217
PitR	C7GZZ0	unreviewed	TIGR00153 family protein	592031	Eubacterium	saphenum	ATCC 49989	205
PitR	A0A9D0VYS0	unreviewed	TIGR00153 family protein	1913989	Gammaproteobacteria	bacterium	NA	225
PitR	A0A7V3DJA8	unreviewed	TIGR00153 family protein	2026735	Deltaproteobacteria	bacterium	NA	222
PitR	A0A9D2WU73	unreviewed	Pit accessory protein	182264	Sporotomaculum	syntrophicum	NA	204
PitR	A0A1V5K919	unreviewed	Pit accessory protein	1866932	bacterium	ADurb.Bin478	NA	218
PitR	A0A932GC15	unreviewed	DUF47 family protein	2026724	Chloroflexota	bacterium	NA	98
PitR	A0A950NL35	unreviewed	DUF47 domain-containing protein	1909295	Solirubrobacterales	bacterium	NA	209
PitR	A0A6P1ZH52	unreviewed	Phosphate transport regulator	370038	Oceanidesulfovibrio	marinus	NA	225
PitR	A0A941VJF7	unreviewed	DUF47 domain-containing protein	1977087	Pseudomonadota	bacterium	NA	211
PitR	A0A934CS90	unreviewed	DUF47 family protein	2026749	Ignavibacteriota	bacterium	NA	215
PitR	A0A7C1ULQ0	unreviewed	TIGR00153 family protein	2024893	Acidiferrobacteraceae	bacterium	NA	226
PitR	A0A0Q1A058	unreviewed	Phosphate transport regulator	1735327	Methanolinea	sp.	SDB	209
PitR	A0A1F9H6N8	unreviewed	Phosphate transport regulator	1797875	Deltaproteobacteria	bacterium	RIFCSPLOWO2_02_FULL_40_36	206
PitR	A0A927CZX1	unreviewed	DUF47 domain-containing protein	2772559	Peribacillus	faecalis	NA	206
PitR	A0A929I1P0	unreviewed	DUF47 family protein	1977087	Pseudomonadota	bacterium	NA	133
PitR	N0BBQ8	unreviewed	TIGR00153 family protein	387631	Archaeoglobus	sulfaticallidus	PM70-1	226
PitR	A0A2N8RH49	unreviewed	Phosphate transport regulator	316	Stutzerimonas	stutzeri	NA	225
PitR	A0A497JPR2	unreviewed	DUF47 family protein	2026714	Candidatus	Bathyarchaeota	archaeon	219
PitR	A0A832K021	unreviewed	DUF47 family protein	2268198	Nitrososphaeria	archaeon	NA	143
PitR	A0A9Y1BRX8	unreviewed	TIGR00153 family protein	2876572	Candidatus	Heimdallarchaeum	endolithica	225
PitR	A0A292SLV0	unreviewed	DUF47 domain-containing protein	1916319	Candidatus	Gastranaerophilales	bacterium HUM_21	213
PitR	A0A7C3TYZ3	unreviewed	DUF47 family protein	2250276	Hadesarchaea	archaeon	NA	225
PitR	A0A662U859	unreviewed	DUF47 domain-containing protein	2250277	Thermoprotei	archaeon	NA	221
PitR	A0A949MR19	unreviewed	DUF47 family protein	2800110	Cyanobacteria	bacterium	REEB67	232
PitR	A0A7C6CGL6	unreviewed	DUF47 family protein	29317	Actinomyces	sp.	NA	208
PitR	A0A2E4FWS7	unreviewed	DUF47 family protein	1869227	bacterium	NA	NA	229
PitR	A0A0M4GCZ8	unreviewed	Phosphate transport regulator	1705566	Bacillus	sp.	FJAT-18017	205
PitR	A0A953GJZ0	unreviewed	DUF47 family protein	2497639	Thermoflexales	bacterium	NA	206
PitR	A0A7V7B2P1	unreviewed	DUF47 domain-containing protein	1903720	Bacilli	bacterium	NA	207
PitR	A0A0H5SDT1	unreviewed	Phosphate transport regulator	1564487	Herbinix	hemicellulosilytica	NA	208
PitR	A0A662B3A7	unreviewed	DUF47 domain-containing protein	1898104	Bacteroidota	bacterium	NA	231
PitR	A0A964QJ90	unreviewed	DUF47 domain-containing protein	2053570	Latescibacterota	bacterium	NA	207
PitR	A0A1D8JD15	unreviewed	Phosphate transport regulator	298596	Sporosarcina	ureilytica	NA	206
PitR	A0A128A1N0	unreviewed	Pit accessory protein	1078905	Nitrosotalea	devaniterrae	NA	210
PitR	A0A6L9S4M4	unreviewed	DUF47 family protein	1981512	Phytoactinopolyspora	halotolerans	NA	205
PitR	A0A1G0LBD6	unreviewed	Phosphate transport regulator	1798314	Geobacteraceae	bacterium	GWB2_52_12	206
PitR	A0A7Z9GB06	unreviewed	DUF47 family protein	2026763	Myxococcales	bacterium	NA	213
PitR	A0A1V5ZFH0	unreviewed	Pit accessory protein	1852876	Euryarchaeota	archaeon	ADurb.Bin165	210
PhoU	A0A562GRV7	unreviewed	Phosphate-specific transport system accessory protein PhoU	943346	Sporomusa	sp.	KB1	223
PhoU	A0A1G1NGU4	unreviewed	Phosphate-specific transport system accessory protein PhoU	1801852	Omnitrophica	WOR_2	bacterium RIFCSPHIGHO2_01_FULL_49_10	223
PhoU	A0A929CTD1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1898104	Bacteroidota	bacterium	NA	230
PhoU	A0A143X405	unreviewed	Phosphate-specific transport system accessory protein PhoU	1780377	Coriobacteriaceae	bacterium	CHKCI002	232
PhoU	A0A8T7DUQ0	unreviewed	Phosphate-specific transport system accessory protein PhoU	1913989	Gammaproteobacteria	bacterium	NA	211
PhoU	A0A7Y2DWG1	unreviewed	Phosphate-specific transport system accessory protein PhoU	2283092	Pyrinomonadaceae	bacterium	NA	231
PhoU	A0A525CQA3	unreviewed	Phosphate-specific transport system accessory protein PhoU	1913989	Gammaproteobacteria	bacterium	NA	238
PhoU	A0A970FEB9	unreviewed	Phosphate-specific transport system accessory protein PhoU	2053624	Synergistaceae	bacterium	NA	243
PhoU	A0A3C0VG34	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026780	Planctomycetota	bacterium	NA	218
PhoU	K0AYG0	unreviewed	Phosphate-specific transport system accessory protein PhoU	1128398	Gottschalkia	acidurici	(strain ATCC 7906 / DSM 604 / BCRC 14475 / CIP 104303 / KCTC 5404 / NCIMB 10678 / 9a)	216
PhoU	A0A6N9QG82	unreviewed	Phosphate-specific transport system accessory protein PhoU	1898207	Clostridiales	bacterium	NA	221
PhoU	A0A9D9GJX0	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026760	Neomarinimicrobiota	bacterium	NA	219
PhoU	A0A8H9J6Q8	unreviewed	PhoU domain-containing protein	2026724	Chloroflexota	bacterium	NA	212
PhoU	A0A960F8K4	unreviewed	Phosphate-specific transport system accessory protein PhoU	2201156	Acidimicrobiales	bacterium	NA	217
PhoU	A0A846QA79	unreviewed	SpoVT-AbrB domain-containing protein	2268198	Nitrososphaeria	archaeon	NA	348
PhoU	A0A2T0BJU8	unreviewed	Phosphate-specific transport system accessory protein PhoU	52704	Clostridium	vincentii	NA	220
PhoU	A0A7C3X1X7	unreviewed	Phosphate-specific transport system accessory protein PhoU	1883427	Actinomycetes	bacterium	NA	247
PhoU	E3PWC6	unreviewed	Phosphate-specific transport system accessory protein PhoU	499177	Acetoanaerobium	sticklandii	(strain ATCC 12662 / DSM 519 / JCM 1433 / CCUG 9281 / NCIMB 10654 / HF)	218
PhoU	A0A855WXI1	unreviewed	Phosphate-specific transport system accessory protein PhoU	2072418	candidate	division	GN15 bacterium	230
PhoU	A0A0A8K053	unreviewed	Phosphate-specific transport system accessory protein PhoU	1384459	Methyloceanibacter	caenitepidi	NA	244
PhoU	A0A3B9WZL8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1913989	Gammaproteobacteria	bacterium	NA	231
PhoU	A0A5C6CF01	unreviewed	Phosphate-specific transport system accessory protein PhoU	2528004	Novipirellula	galeiformis	NA	224
PhoU	A0A858QAB8	unreviewed	Phosphate-specific transport system accessory protein PhoU	2681310	Methylococcus	geothermalis	NA	230
PhoU	A0A535QFC6	unreviewed	PhoU domain-containing protein	2026724	Chloroflexota	bacterium	NA	259
PhoU	A0A2D5VVN9	unreviewed	PhoU domain-containing protein	2024890	Pedosphaera	sp.	NA	197
PhoU	A0A6H9WRK8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1778590	Pseudoclavibacter	endophyticus	NA	224
PhoU	A0A024K199	unreviewed	Phosphate-specific transport system accessory protein PhoU	47839	Mycobacterium	triplex	NA	215
PhoU	F2NNW8	unreviewed	Phosphate-specific transport system accessory protein PhoU	869210	Marinithermus	hydrothermalis	(strain DSM 14884 / JCM 11576 / T1)	223
PhoU	A0A962IRU5	unreviewed	Phosphate-specific transport system accessory protein PhoU	1891229	Pseudomonadales	bacterium	NA	226
PhoU	A0A256YVQ4	unreviewed	PhoU domain-containing protein	2012513	Candidatus	Bathyarchaeota	archaeon ex4484_40	214
PhoU	A0A1J5S2P4	unreviewed	PhoU domain-containing protein	410659	mine	drainage	metagenome	239
PhoU	A0A7S6MCN2	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026777	Phycisphaeraceae	bacterium	NA	227
PhoU	A0A0K1F6F0	unreviewed	Phosphate-specific transport system accessory protein PhoU	1658671	Arsenicicoccus	sp.	oral taxon 190	229
PhoU	A0A7C3UQE7	unreviewed	PhoU domain-containing protein	2052148	candidate	division	WOR-3 bacterium	222
PhoU	A0A949QCT5	unreviewed	Phosphate-specific transport system accessory protein PhoU	1095	Chlorobium	sp.	NA	238
PhoU	A0A918KPL0	unreviewed	Phosphate-specific transport system accessory protein PhoU	1220491	Litorimonas	cladophorae	NA	241
PhoU	A0AAJ1Q2K0	unreviewed	Phosphate-specific transport system accessory protein PhoU	3046343	Pauljensenia	sp.	UMB8040A	215
PhoU	A0A0V8JHX8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1414648	Priestia	veravalensis	NA	219
PhoU	G0A1K6	unreviewed	Phosphate-specific transport system accessory protein PhoU	857087	Methylomonas	methanica	(strain DSM 25384 / MC09)	228
PhoU	A0A2N2IP65	unreviewed	Phosphate-specific transport system accessory protein PhoU	2013744	Deltaproteobacteria	bacterium	HGW-Deltaproteobacteria-17	231
PhoU	A0A965CBR7	unreviewed	PhoU domain-containing protein	1873462	Microbacteriaceae	bacterium	NA	216
PhoU	A0A934UDC1	unreviewed	Phosphate-specific transport system accessory protein PhoU	640031	Streptococcus	zalophi	NA	217
PhoU	A0A7V9G989	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026780	Planctomycetota	bacterium	NA	231
PhoU	A0A258X379	unreviewed	PhoU domain-containing protein	1970501	Campylobacterales	bacterium	16-40-21	223
PhoU	A0A6B8W7Q4	unreviewed	PhoU domain-containing protein	2675219	Corynebacterium	occultum	NA	243
PhoU	S7UQH2	unreviewed	Phosphate-specific transport system accessory protein PhoU	941449	Desulfovibrio	sp.	X2	230
PhoU	A0A645EKN0	unreviewed	PhoU domain-containing protein	1076179	bioreactor	metagenome	NA	230
PhoU	A0A1G0SEA6	unreviewed	Phosphate-specific transport system accessory protein PhoU	1798438	Ignavibacteria	bacterium	RIFCSPLOWO2_12_FULL_56_21	224
PhoU	A0A1X7CYW9	unreviewed	Phosphate-specific transport system accessory protein PhoU	1402861	Priestia	filamentosa	NA	216
PhoU	T0R598	unreviewed	Phosphate-specific transport system accessory protein PhoU	1201288	Bacteriovorax	sp.	Seq25_V	211
PhoU	A0A917NIU7	unreviewed	Phosphate-specific transport system accessory protein PhoU	1003997	Alicyclobacillus	cellulosilyticus	NA	217
PhoU	A0A936CIP1	unreviewed	Phosphate-specific transport system accessory protein PhoU	2202734	Saprospiraceae	bacterium	NA	226
PhoU	A0A937U0V5	unreviewed	PhoU domain-containing protein	2035772	Omnitrophica	bacterium	NA	227
PhoU	A0A1Q7CW88	unreviewed	PhoU domain-containing protein	1805393	Thaumarchaeota	archaeon	13_1_40CM_38_12	272
PhoU	A0A8T4WWR8	unreviewed	Phosphate-specific transport system accessory protein PhoU	2806419	Thermoplasmatota	archaeon	NA	246
PhoU	A0A5S9R7A5	unreviewed	Phosphate-specific transport system accessory protein PhoU	110539	Mycolicibacterium	vanbaalenii	NA	221
PhoU	C5BJU0	unreviewed	Phosphate-specific transport system accessory protein PhoU	377629	Teredinibacter	turnerae	(strain ATCC 39867 / T7901)	239
PhoU	A0A059F7B9	unreviewed	Phosphate-specific transport system accessory protein PhoU	1280951	Hyphomonas	hirschiana	VP5	228
PhoU	A0A522N7U1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1869227	bacterium	NA	NA	210
PhoU	A0A317IM46	unreviewed	PhoU domain-containing protein	2052166	Candidatus	Melainabacteria	bacterium	226
PhoU	A0A7C8HF63	unreviewed	Phosphate-specific transport system accessory protein PhoU	1450156	Defluviitalea	raffinosedens	NA	217
PhoU	A0A956WU24	unreviewed	Phosphate-specific transport system accessory protein PhoU	2073117	Anaerolineales	bacterium	NA	228
PhoU	A0A2T2RBF5	unreviewed	Phosphate-specific transport system accessory protein PhoU	1919086	Actinobacteria	bacterium	QS_8_72_14	232
PhoU	A0A1W6WCK8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1572656	Ruminococcaceae	bacterium	CPB6	225
PhoU	R6E9I1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1262782	Clostridium	sp.	CAG:230	216
PhoU	A0A1V5JZN4	unreviewed	Phosphate-specific transport system accessory protein PhoU	1852832	Candidatus	Aminicenantes	bacterium ADurb.Bin508	224
PhoU	A0A1F8TED2	unreviewed	Phosphate-specific transport system accessory protein PhoU	1797671	Chloroflexi	bacterium	RBG_19FT_COMBO_62_14	229
PhoU	A0A6G7WIJ4	unreviewed	PhoU domain-containing protein	1868793	Jeotgalibaca	porci	NA	331
PhoU	A0A2P6AU80	unreviewed	Phosphate-specific transport system accessory protein PhoU	2094561	Amnimonas	aquatica	NA	239
PhoU	A0A6I2Y6K0	unreviewed	Phosphate-specific transport system accessory protein PhoU	1883427	Actinomycetes	bacterium	NA	239
PhoU	A0A843DNA2	unreviewed	Phosphate-specific transport system accessory protein PhoU	66852	Methanobrevibacter	sp.	NA	226
PhoU	A0A938PSE1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1913989	Gammaproteobacteria	bacterium	NA	239
PhoU	A0A8J8BTE2	unreviewed	PhoU domain-containing protein	2747605	Theionarchaea	archaeon	NA	229
PhoU	A0A972F572	unreviewed	PhoU domain-containing protein	1898207	Clostridiales	bacterium	NA	188
PhoU	A0A847UZL9	unreviewed	Phosphate-specific transport system accessory protein PhoU	2448050	Desulfovibrionales	bacterium	NA	223
PhoU	A0A1M5TKS9	unreviewed	Phosphate-specific transport system accessory protein PhoU	1123380	Thermosipho	atlanticus	DSM 15807	225
PhoU	A0A955RVZ6	unreviewed	PhoU domain-containing protein	2035772	Omnitrophica	bacterium	NA	199
PhoU	A0A402D3K8	unreviewed	Phosphate-specific transport system accessory protein PhoU	2219043	Capsulimonas	corticalis	NA	234
PhoU	A0A7V5H2K9	unreviewed	Phosphate-specific transport system accessory protein PhoU	187145	Caldithrix	abyssi	NA	227
PhoU	A0A947YWV8	unreviewed	Phosphate-specific transport system accessory protein PhoU	2818507	Myxococcota	bacterium	NA	223
PhoU	A0A8T7M198	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026724	Chloroflexota	bacterium	NA	236
PhoU	A0A7Y3ULF0	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026780	Planctomycetota	bacterium	NA	222
PhoU	A0A5J6V6W7	unreviewed	Phosphate-specific transport system accessory protein PhoU	2593973	Ornithinimicrobium	pratense	NA	233
PhoU	A0A7X7J9L2	unreviewed	Phosphate-specific transport system accessory protein PhoU	1932692	Lentisphaerota	bacterium	NA	241
PhoU	A0A1Q7WBE2	unreviewed	Phosphate-specific transport system accessory protein PhoU	1805055	Catenulispora	sp.	13_1_20CM_3_70_7	218
PhoU	A0A0T6ABG4	unreviewed	Phosphate-specific transport system accessory protein PhoU	1640514	Deltaproteobacteria	bacterium	CSP1-8	220
PhoU	A0A0Q7Q9Y8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1736460	Nocardioides	sp.	Root140	216
PhoU	A0A7J4KKL5	unreviewed	Phosphate-specific transport system accessory protein PhoU	2485498	Methanoregulaceae	archaeon	NA	220
PhoU	A0A939HYJ9	unreviewed	Phosphate-specific transport system accessory protein PhoU	2480853	Hormoscilla	sp.	GUM202	223
PhoU	A0A9D8ILC3	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026780	Planctomycetota	bacterium	NA	234
PhoU	A0A0S8A4C2	unreviewed	Phosphate-specific transport system accessory protein PhoU	1703403	Gammaproteobacteria	bacterium	SG8_15	237
PhoU	A0A7X8CZF1	unreviewed	Phosphate-specific transport system accessory protein PhoU	166	Treponema	sp.	NA	219
PhoU	A0A3M2EE28	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026807	Zetaproteobacteria	bacterium	NA	245
PhoU	A0A7V1Q235	unreviewed	PhoU domain-containing protein	2052180	Phycisphaerales	bacterium	NA	196
PhoU	A0A7W0S550	unreviewed	Phosphate-specific transport system accessory protein PhoU	2448782	Chloroflexia	bacterium	NA	228
PhoU	A0A061P372	unreviewed	Phosphate-specific transport system accessory protein PhoU	1460635	Geomicrobium	sp.	JCM 19038	219
PhoU	A0A396NNQ8	unreviewed	Phosphate-specific transport system accessory protein PhoU	2292891	Firmicutes	bacterium	AM29-6AC	220
PhoU	E6M410	unreviewed	Phosphate-specific transport system accessory protein PhoU	887899	Mobiluncus	holmesii	ATCC 35242	225
PhoU	A0A7C1I933	unreviewed	Phosphate-specific transport system accessory protein PhoU	1879010	Bacillota	bacterium	NA	228
PhoU	A0A6N6NPU9	unreviewed	Phosphate-specific transport system accessory protein PhoU	2137581	Ellagibacter	isourolithinifaciens	NA	226
PhoU	A0A4R8M878	unreviewed	Phosphate-specific transport system accessory protein PhoU	1005740	Aminivibrio	pyruvatiphilus	NA	245
PhoU	A0A7L7KRF6	unreviewed	Phosphate-specific transport system accessory protein PhoU	2782163	Candidatus	Xianfuyuplasma	coldseepsis	218
PhoU	A0A966YFE0	unreviewed	Phosphate-specific transport system accessory protein PhoU	2052181	Planctomycetia	bacterium	NA	220
PhoU	A0A2E7DAA9	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026779	Planctomycetaceae	bacterium	NA	223
PhoU	A0A961GDQ9	unreviewed	Phosphate-specific transport system accessory protein PhoU	1872664	Austwickia	sp.	NA	232
PhoU	A0A3D6E9Z7	unreviewed	Phosphate-specific transport system accessory protein PhoU	2049046	Porphyromonadaceae	bacterium	NA	229
PhoU	A0A561DZ11	unreviewed	Phosphate-specific transport system accessory protein PhoU	220685	Neobacillus	bataviensis	NA	220
PhoU	A0A848DPR9	unreviewed	Phosphate-specific transport system accessory protein PhoU	630973	Pseudonocardia	bannensis	NA	219
PhoU	A0A1G1H0P5	unreviewed	Phosphate-specific transport system accessory protein PhoU	1801709	Nitrospirae	bacterium	RBG_19FT_COMBO_42_15	218
PhoU	A0A1Y3X6N8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1965640	Bacteroides	sp.	An51A	239
PhoU	A0A1R4I748	unreviewed	Phosphate-specific transport system accessory protein PhoU	1255658	Luteococcus	japonicus	LSP_Lj1	221
PhoU	A0A1T4UI12	unreviewed	PhoU domain-containing protein	1121868	Enterovibrio	nigricans	DSM 22720	352
PhoU	A0A1A0MPH9	unreviewed	Phosphate-specific transport system accessory protein PhoU	1834080	Mycobacteriaceae	bacterium	1482268.1	219
PhoU	A0A2D9LDX7	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026788	Rickettsiales	bacterium	NA	225
PhoU	A0A2V8Z356	unreviewed	PhoU domain-containing protein	1978231	Acidobacteriota	bacterium	NA	275
PhoU	A0A2C9D1K0	unreviewed	Phosphate-specific transport system accessory protein PhoU	1482074	Hartmannibacter	diazotrophicus	NA	238
PhoU	A0A257TRK8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1970532	Ignavibacteriae	bacterium	37-53-5	221
PhoU	A0A924WPS8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1891238	Burkholderiales	bacterium	NA	233
PhoU	A0A2N3LVG4	unreviewed	Phosphate-specific transport system accessory protein PhoU	1166257	Pleomorphomonas	diazotrophica	NA	237
PhoU	A0A7C3NTB3	unreviewed	Phosphate-specific transport system accessory protein PhoU	1891241	Betaproteobacteria	bacterium	NA	241
PhoU	A0A1J5SD46	unreviewed	PhoU domain-containing protein	410659	mine	drainage	metagenome	231
PhoU	A0A1A2YVE5	unreviewed	PhoU domain-containing protein	487514	Mycobacterium	kyorinense	NA	232
PhoU	A0A964N2J2	unreviewed	Phosphate-specific transport system accessory protein PhoU	1909293	Acetobacteraceae	bacterium	NA	239
PhoU	A0A126NMS7	unreviewed	Phosphate-specific transport system accessory protein PhoU	1793721	Stenotrophomonas	sp.	KCTC 12332	241
PhoU	A0A832FUC9	unreviewed	Phosphate-specific transport system accessory protein PhoU	1977087	Pseudomonadota	bacterium	NA	225
PhoU	A0AAE3EJ82	unreviewed	Phosphate-specific transport system accessory protein PhoU	156	Teretinema	zuelzerae	NA	221
PhoU	A0A660RBB3	unreviewed	PhoU domain-containing protein	28240	Thermotoga	sp.	NA	232
